company_name_1,company_name_2,person_name,position
中國石油化工,国务院国有资产监督管理委员会,"张玉卓,马永生,陈月明","董事长,总经理,董事"
中國石油天然氣,国务院国有资产监督管理委员会,"戴厚良,章建华,黄龙","董事长,总经理,董事"
