公司代號,公司名稱,稅後淨利
2545,皇翔建設股份有限公司,572503
2535,達欣工程股份有限公司,361553
2597,潤弘精密工程事業股份有限公司,214158
1442,名軒開發股份有限公司,318438
2524,京城建設股份有限公司,289342
2520,冠德建設股份有限公司,336954
6177,達麗建設事業股份有限公司,88905
2505,國揚實業股份有限公司,231251
2546,根基營造股份有限公司,49525
5519,隆大營建事業股份有限公司,45617
2530,大華建設股份有限公司,98021
5533,皇鼎建設開發股份有限公司,67246
2536,宏普建設股份有限公司,86390
2501,國泰建設股份有限公司,362220
2516,新亞建設開發股份有限公司,39294
2538,基泰建設股份有限公司,39019
2511,太子建設開發股份有限公司,104106
1808,潤隆建設股份有限公司,11910
9906,欣巴巴事業股份有限公司,1899
2923,鼎固控股有限公司,94807
5521,工信工程股份有限公司,16290
1438,三地開發地產股份有限公司,3374
3052,夆典科技開發股份有限公司,3497
2543,皇昌營造股份有限公司,463
2515,中華工程股份有限公司,7362
5525,順天建設股份有限公司,498982
2539,櫻花建設股份有限公司,242041
5531,鄉林建設事業股份有限公司,313422
2506,太平洋建設股份有限公司,149754
2841,台灣土地開發股份有限公司,142251
2504,國產建材實業股份有限公司,50038
1453,大將開發股份有限公司,4510
2547,日勝生活科技股份有限公司,8140397
2509,全坤建設開發股份有限公司,445316
3703,欣陸投資控股股份有限公司,243942
2540,愛山林建設開發股份有限公司,200051
1805,寶徠建設股份有限公司,207473
2528,皇普建設股份有限公司,161132
2527,宏璟建設股份有限公司,321940
1436,華友聯開發股份有限公司(原福益),1976
2534,宏盛建設股份有限公司,408743
1456,怡華實業股份有限公司,115747
5546,永固集團股份有限公司,268657
1316,上曜建設開發股份有限公司,326064
2637,慧洋海運股份有限公司,539192
2642,台灣宅配通股份有限公司,62675
2617,台灣航業股份有限公司,254156
2605,新興航運股份有限公司,459930
2612,中國航運股份有限公司,121580
2608,嘉里大榮物流股份有限公司,181412
5608,四維航業股份有限公司,88645
2208,台灣國際造船股份有限公司,179913
2606,裕民航運股份有限公司,197537
5607,遠雄自貿港投資控股股份有限公司,50474
2607,長榮國際儲運股份有限公司,131740
2615,萬海航運股份有限公司,113322
2636,台驊國際投資控股股份有限公司,4203
2611,志信國際股份有限公司,2590
2613,中國貨櫃運輸股份有限公司,971
2634,漢翔航空工業股份有限公司,981889
2633,台灣高速鐵路股份有限公司,2042226
2618,長榮航空股份有限公司,1090509
2610,中華航空股份有限公司,292356
2603,長榮海運股份有限公司,960930
2609,陽明海運股份有限公司,145576
8367,建新國際股份有限公司,119863
2630,亞洲航空股份有限公司,5628
2727,王品餐飲股份有限公司,347294
2707,晶華國際酒店股份有限公司,315791
2731,雄獅旅行社股份有限公司,88829
2723,開曼美食達人股份有限公司,189391
9943,好樂迪股份有限公司,186971
5706,鳳凰國際旅行社股份有限公司,65580
8940,新天地國際實業股份有限公司,58111
2704,國賓大飯店股份有限公司,95533
2702,華園飯店股份有限公司,14872
2706,第一華僑大飯店股份有限公司,44148
2722,夏都國際開發股份有限公司,8505
2701,萬華企業股份有限公司,29108
2712,遠雄悅來大飯店股份有限公司,2835
2739,寒舍餐旅管理顧問股份有限公司,171245
8462,柏文健康事業股份有限公司,87741
2748,雲品國際酒店股份有限公司,135817
2705,六福開發股份有限公司,64016
2753,八方雲集國際股份有限公司,490935
2852,第一產物保險股份有限公司,338619
2881,富邦金融控股股份有限公司,10146416
2809,京城商業銀行股份有限公司,1072401
2888,新光金融控股股份有限公司,7646383
2823,中國人壽保險股份有限公司,2076092
2882,國泰金融控股股份有限公司,7064420
2816,旺旺友聯產物保險股份有限公司,130368
2850,新光產物保險股份有限公司,184568
2887,台新金融控股股份有限公司,5998213
2820,中華票券金融股份有限公司,743755
2886,兆豐金融控股股份有限公司,6187587
2891,中國信託金融控股股份有限公司,6445920
2832,台灣產物保險股份有限公司,179760
6024,群益期貨股份有限公司,43835
2849,安泰商業銀行股份有限公司,813041
2884,玉山金融控股股份有限公司,2268184
2867,三商美邦人壽保險股份有限公司,473852
2845,遠東國際商業銀行股份有限公司,910377
2890,永豐金融控股股份有限公司,2873171
2892,第一金融控股股份有限公司,2970056
2812,台中商業銀行股份有限公司,793972
2838,聯邦商業銀行股份有限公司,699009
2801,彰化商業銀行股份有限公司,2349219
5880,合作金庫金融控股股份有限公司,2408829
2880,華南金融控股股份有限公司,2596760
2851,中央再保險股份有限公司,153388
2855,統一綜合證券股份有限公司,302120
2836,高雄銀行股份有限公司,110709
2885,元大金融控股股份有限公司,1716103
2834,臺灣中小企業銀行股份有限公司,728492
6005,群益金鼎證券股份有限公司,305745
2889,國票金融控股股份有限公司,316731
2883,中華開發金融控股股份有限公司,1461299
5876,上海商業儲蓄銀行股份有限公司,6346923
2897,王道商業銀行股份有限公司,1227155
2929,淘帝國際控股有限公司,90165
2912,統一超商股份有限公司,2268424
8429,金麗集團控股有限公司,188707
5907,Grand Ocean RetailGroupLimited,245069
2915,潤泰全球股份有限公司,1392874
2903,遠東百貨股份有限公司,937525
2908,特力股份有限公司,248482
2913,台灣農林股份有限公司,305342
2910,統領百貨股份有限公司,34898
2911,麗嬰房股份有限公司,49582
2901,欣欣大眾市場股份有限公司,6518
2906,高林實業股份有限公司,9614
2905,三商投資控股股份有限公司,222821
8443,阿瘦實業股份有限公司,23681
2601,益航股份有限公司,43531
8454,富邦媒體科技股份有限公司,518165
2936,客思達股份有限公司,163834
4807,日成控股股份有限公司,83566
2939,凱羿國際集團股份有限公司,62011
1432,大魯閣實業股份有限公司,89289
5906,台南生活(開曼)股份有限公司,2344
8427,基勝（開曼）控股股份有限公司,289621
9914,美利達工業股份有限公司,683844
9921,巨大機械工業股份有限公司,886064
8422,可寧衛股份有限公司,253590
8411,福貞控股股份有限公司,170856
4536,拓凱實業股份有限公司,160048
9941,裕融企業股份有限公司,414191
9902,台火開發股份有限公司,151781
5871,中租控股股份有限公司,1464875
9939,宏全國際股份有限公司,372214
9942,茂順密封元件科技股份有限公司,108156
9927,泰銘實業股份有限公司,264126
2062,橋椿金屬股份有限公司,203133
9917,中興保全科技股份有限公司,468499
9940,信義房屋股份有限公司,478610
6504,南六企業股份有限公司,63097
6184,大豐有線電視股份有限公司,71997
9945,潤泰創新國際股份有限公司,953718
2514,龍邦國際興業股份有限公司,844981
9910,豐泰企業股份有限公司,469648
2904,匯僑股份有限公司,49133
9930,中聯資源股份有限公司,161904
9933,中鼎工程股份有限公司,584007
9905,大華金屬工業股份有限公司,184832
9802,鈺齊國際股份有限公司,68506
9925,台灣新光保全股份有限公司,214286
9904,寶成工業股份有限公司,2049213
9944,新麗企業股份有限公司,50493
9938,台灣百和工業股份有限公司,143500
9924,台灣福興工業股份有限公司,65225
9911,台灣櫻花股份有限公司,83675
8404,百和興業股份有限公司(開曼),58009
9907,統一實業股份有限公司,329712
9919,康那香企業股份有限公司,23300
3040,遠見科技股份有限公司,12406
1516,川飛能源股份有限公司,1029
3557,嘉威生活股份有限公司,6419
9955,佳龍科技工程股份有限公司,6574
2496,卓越成功股份有限公司,1657
9934,成霖企業股份有限公司,1777
2348,海悅國際開發股份有限公司,66844
2614,東森國際股份有限公司,449958
8467,波力環球企業股份有限公司,169810
2443,億麗科技股份有限公司,768007
5284,經寶精密控股股份有限公司,105631
8033,雷虎科技股份有限公司,8639
1416,廣豐實業股份有限公司,63546
9935,慶豐富實業股份有限公司,246629
1437,勤益投資控股股份有限公司,97146
1435,中福國際(股)公司,3
6464,台灣數位光訊科技股份有限公司,489555
8464,億豐綜合工業股份有限公司,877844
8463,潤泰精密材料股份有限公司,157831
8341,日友環保科技股份有限公司,129771
8480,泰昇國際(控股)有限公司,167683
8466,美吉吉國際股份有限公司,340870
8488,吉源控股股份有限公司,264385
8442,威宏控股股份有限公司,196685
8473,山林水環境工程股份有限公司,395972
8481,政伸企業股份有限公司,114384
6670,復盛應用科技股份有限公司,1713614
8478,東哥企業股份有限公司,190542
6655,科定企業股份有限公司,179513
6581,台灣鋼聯股份有限公司,313607
6625,必應創造股份有限公司,17018
9929,秋雨創新股份有限公司,132252
8482,商億全球控股有限公司,1097427
6671,三能集團控股股份有限公司,316891
6592,和潤企業股份有限公司,1350244
6641,基士德科技股份有限公司,75529
2358,廷鑫興業股份有限公司,12384
6165,浪凡網路科技股份有限公司,2647
6754,匯僑室內裝修設計股份有限公司,105684
1342,八貫企業股份有限公司,159949
1443,立益紡織股份有限公司,38471
6768,志強國際企業股份有限公司,1048586
4205,中華食品實業股份有限公司,29134
4207,環泰企業股份有限公司,79889
1258,其祥生物科技控股有限公司,11762
1264,德麥食品股份有限公司,139455
1796,金穎生物科技股份有限公司,9423
4305,世坤塑膠股份有限公司,36162
9950,萬國通路股份有限公司,23689
4303,信立化學工業股份有限公司,10685
4304,勝昱科技股份有限公司,4817
4432,銘旺實業股份有限公司,82745
4401,東隆興業股份有限公司,135207
4417,金洲海洋科技股份有限公司,49885
6506,(又又)邦實業股份有限公司,13873
4429,聚紡股份有限公司,4765
4420,光明絲織廠股份有限公司,4147
4433,興采實業股份有限公司,62044
4406,新昕纖維股份有限公司,269
4413,飛寶企業股份有限公司,5472
4402,福大材料科技股份有限公司,49579
4419,元勝國際實業股份有限公司,81275
8083,瑞穎股份有限公司,48396
8255,朋程科技股份有限公司,103429
1580,新麥企業股份有限公司,61965
9951,皇田工業股份有限公司,103537
2066,世德工業股份有限公司,30805
4535,至興精機股份有限公司,57798
1591,英屬開曼群島商駿吉控股(股)公司,12691
4506,崇友實業(股)公司,120305
4528,江興鍛壓工業股份有限公司,40123
1570,力肯實業股份有限公司,25177
4523,永彰機電股份有限公司,27417
4533,協易機械工業股份有限公司,60862
6609,台灣瀧澤科技股份有限公司,19095
3685,元創精密車業股份有限公司,7561
1586,和勤精機股份有限公司,8044
2230,泰茂實業股份有限公司,5116
4510,高鋒工業股份有限公司,11744
4527,?霖冷凍機械股份有限公司,8476
6603,富強鑫精密工業股份有限公司,10046
3226,至寶光電股份有限公司,3012
6122,擎邦國際科技工程股份有限公司,386
6425,易發精機股份有限公司,47871
2235,謚源實業股份有限公司,46358
2067,嘉鋼精密工業股份有限公司,12094
4534,慶騰精密科技股份有限公司,23366
3178,公準精密工業股份有限公司,7700
1599,宏佳騰動力科技股份有限公司,7798
4538,大詠城機械股份有限公司,9261
3379,彬台科技股份有限公司,332
4549,桓達科技股份有限公司,163886
4550,長佳機電工程股份有限公司,87219
8027,鈦昇科技股份有限公司,25156
8107,大億金茂股份有限公司,43061
4513,福裕事業股份有限公司,3823
4543,萬在工業股份有限公司,111684
2070,精湛光學科技股份有限公司,66755
3426,台興電子企業股份有限公司,34149
4561,健椿工業股份有限公司,40061
4502,健信科技工業股份有限公司,3266
4503,金雨企業股份有限公司,91
4563,百德機械股份有限公司,163269
4530,宏易創新國際股份有限公司,143167
4568,科際精密股份有限公司,199365
4580,捷流閥業股份有限公司,127934
3162,精確實業股份有限公司,9850
2061,風青實業股份有限公司,5141
4609,唐鋒實業股份有限公司,20777
4706,大恭化學工業股份有限公司,20386
4714,永捷創新科技股份有限公司,9501
4716,大立高分子工業股份有限公司,13351
6509,聚和國際股份有限公司,35106
4711,永純化學工業股份有限公司,9843
4702,中美聯合實業股份有限公司,31878
4707,磐亞股份有限公司,769852
1742,台灣蠟品股份有限公司,6955
4721,美琪瑪國際股份有限公司,4149
4741,泓瀚科技股份有限公司,44652
4754,國碳科技股份有限公司,10286
4767,誠泰工業科技股份有限公司,48511
1565,精華光學股份有限公司,373928
8406,"Ginko International Co., Ltd.",262396
4105,台灣東洋藥品工業股份有限公司,536374
1788,杏昌生技股份有限公司,67791
5312,寶島光學科技股份有限公司,100105
4736,泰博科技股份有限公司,99827
4120,友華生技醫藥股份有限公司,121727
4163,鐿鈦科技股份有限公司,59530
4126,太平洋醫材股份有限公司,92558
4745,合富醫療控股股份有限公司,68728
1781,合世生醫科技股份有限公司,54586
8436,大江生醫股份有限公司,36009
1777,生泰合成工業股份有限公司,26105
8432,東生華製藥股份有限公司,33105
4153,鈺緯科技開發股份有限公司,16941
6130,星寶國際股份有限公司,33601
4747,強生化學製藥廠股份有限公司,14366
1813,寶利徠光學科技股份有限公司,33157
1784,訊聯生物科技股份有限公司,20373
4107,邦特生物科技股份有限公司,48243
4121,優盛醫學科技股份有限公司,40599
1593,祺驊股份有限公司,9614
3118,進階生物科技股份有限公司,14345
4129,聯合骨科器材股份有限公司,17335
4138,曜亞國際股份有限公司,7714
4173,久裕企業股份有限公司,11138
4127,天良生物科技企業股份有限公司,12957
4728,雙美生物科技股份有限公司,13348
4154,樂威科股份有限公司,5286
4111,濟生醫藥生技股份有限公司,10316
4743,合一生技股份有限公司,20590
4130,健亞生物科技股份有限公司,12882
8403,盛弘醫藥股份有限公司,6212
3218,大學光學科技股份有限公司,6945
4114,健喬信元醫藥生技股份有限公司,8674
4161,聿新生物科技股份有限公司,2473
1752,南光化學製藥股份有限公司,1720
4128,中天生物科技股份有限公司,43872
4175,杏一醫療用品股份有限公司,52350
4116,明基三豐醫療器材股份有限公司,15434
4183,福永生物科技股份有限公司,3744
4735,豪展醫療科技股份有限公司,2066
4123,晟德大藥廠股份有限公司,30459
4109,加捷生醫股份有限公司,536
8409,商之器科技股份有限公司,1590
3205,佰研生化科技股份有限公司,560
4139,馬光保健控股股份有限公司,20607
4911,德英生物科技股份有限公司,3714
4160,創源生物科技股份有限公司,559
6472,保瑞藥業股份有限公司,10877
4744,皇將科技股份有限公司,1430
4162,智擎生技製藥股份有限公司,155983
6523,達爾膚生醫科技股份有限公司,239244
6469,大樹醫藥股份有限公司,95854
6496,科懋生物科技股份有限公司,153934
8279,生展生物科技股份有限公司,34774
6527,明達醫學科技股份有限公司,42060
6242,立康生醫事業股份有限公司(亨豐),7849
6569,醫揚科技股份有限公司,51183
6574,霈方國際股份有限公司,86001
6615,慧智基因股份有限公司,16221
6661,威健股份有限公司,21319
6612,應用奈米醫材科技股份有限公司,20888
6662,樂斯科生物科技股份有限公司,40178
4167,松瑞製藥股份有限公司,13130
4157,太景醫藥研發控股股份有限公司,920951
6703,軒郁國際股份有限公司,95368
6747,亨泰光學股份有限公司,58082
6499,益安生醫股份有限公司,359424
4147,中裕新藥股份有限公司,127261
4188,安克生醫股份有限公司,14573
6762,達亞國際股份有限公司,2205
4102,永日化學工業股份有限公司,7065
6767,台灣微創醫療器材股份有限公司,18296
4726,永昕生物醫藥股份有限公司,57045
6535,順天醫藥生技股份有限公司,67556
6712,長聖國際生技股份有限公司,54247
5015,華祺工業股份有限公司,41145
2063,世鎧精密股份有限公司,27606
8349,恒耀國際股份有限公司,41285
9962,有益鋼鐵股份有限公司,45654
5016,松和工業股份有限公司,22614
5013,強新工業股份有限公司,52555
5011,久陽精密股份有限公司,4318
8930,青鋼應用材料股份有限公司,1144
2065,世豐螺絲股份有限公司,53056
2064,晉椿工業股份有限公司,74411
5009,榮剛材料科技股份有限公司,52472
8415,大成國際鋼鐵股份有限公司,55212
2035,唐榮鐵工廠股份有限公司,239164
5014,建錩實業股份有限公司,169919
6248,沛波鋼鐵股份有限公司,12218
5102,富強輪胎工廠股份有限公司,5691
8299,群聯電子股份有限公司,1808791
3260,威剛科技股份有限公司,673495
3556,禾瑞亞科技股份有限公司,105885
8088,品安科技股份有限公司,113972
5274,信驊科技股份有限公司,40152
4973,廣穎電通股份有限公司,79776
6147,頎邦科技股份有限公司,737657
6223,旺矽科技股份有限公司,79981
3105,穩懋半導體股份有限公司,789991
6261,久元電子股份有限公司,103926
4966,譜瑞科技股份有限公司,49161
3265,台星科股份有限公司,111994
3529,力旺電子股份有限公司,52108
3438,台灣類比科技股份有限公司,23849
3527,聚積科技股份有限公司,12704
5347,世界先進積體電路股份有限公司,880588
5272,笙科電子股份有限公司,23164
4971,英特磊科技股份有限公司,13912
5425,台灣半導體股份有限公司,172309
5483,中美矽晶製品股份有限公司,219857
3169,亞信電子股份有限公司,19288
6138,茂達電子股份有限公司,48672
3264,欣銓科技股份有限公司,128672
8277,商丞科技股份有限公司,25725
5487,通泰積體電路股份有限公司,3687
3141,晶宏半導體股份有限公司,14864
8054,安國國際科技股份有限公司,10603
3227,原相科技股份有限公司,13447
3317,尼克森微電子股份有限公司,6315
6229,研通科技股份有限公司,423
6435,大中積體電路股份有限公司,65676
4991,環宇通訊半導體控股股份有限公司,40165
6411,晶焱科技股份有限公司,58598
5299,杰力科技股份有限公司,18708
3122,笙泉科技股份有限公司,19188
3581,博磊科技股份有限公司,25452
8024,佑華微電子股份有限公司,18350
3073,天方能源科技股份有限公司,12281
6237,驊訊電子企業股份有限公司,7651
3567,逸昌科技股份有限公司,619
3374,精材科技股份有限公司,288881
3680,家登精密工業股份有限公司,20104
3268,海德威電子工業股份有限公司,309416
6104,創惟科技股份有限公司,38592
3675,德微科技股份有限公司,8036
6129,普誠科技股份有限公司,10766
5351,鈺創科技股份有限公司,7323
6488,環球晶圓股份有限公司,973908
6457,紘康科技股份有限公司,16633
8086,宏捷科技股份有限公司,22930
6233,旺玖科技股份有限公司,418
6510,中華精測科技股份有限公司,196419
6485,點序科技股份有限公司,118169
6494,九齊科技股份有限公司,64719
5236,凌陽創新科技股份有限公司,9552
3372,台灣典範半導體股份有限公司,61742
6103,合邦電子股份有限公司,2495
6182,合晶科技股份有限公司,21798
6568,宏觀微電子股份有限公司,47298
6532,瑞耘科技股份有限公司,28429
6548,長華科技股份有限公司,17187
3555,重鵬生技股份有限公司,2408
5344,立衛科技股份有限公司,446
6198,凌泰科技股份有限公司,17552
6643,?星科技股份有限公司,150329
6640,均華精密工業股份有限公司,118374
6594,展匯科技股份有限公司,30922
6462,神盾股份有限公司,114026
6651,全宇昕科技股份有限公司,27792
5302,太欣半導體股份有限公司,33481
6684,安格科技股份有限公司,83678
6683,雍智科技股份有限公司,101916
6716,應廣科技股份有限公司,72156
4945,陞達科技股份有限公司,17644
6679,鈺太科技股份有限公司,32896
8040,九暘電子股份有限公司,3283
3228,金麗科技股份有限公司,30415
3707,漢磊科技股份有限公司,28469
5314,世紀民生科技股份有限公司,17502
6732,昇佳電子股份有限公司,326275
7556,意德士科技股份有限公司,66289
6788,華景電通股份有限公司,65013
6291,沛亨半導體股份有限公司,4000
3611,鼎翰科技股份有限公司,114775
6121,新普科技股份有限公司,716944
3693,營邦企業股份有限公司,73201
5289,宜鼎國際股份有限公司,82602
3211,順達科技股份有限公司,258246
5356,協益電子股份有限公司,215216
6188,廣明光電股份有限公司,267782
3479,安勤科技股份有限公司,46838
3088,艾訊股份有限公司,70450
4987,科誠股份有限公司,20129
5474,聰泰科技開發股份有限公司,26483
8050,廣積科技股份有限公司,61083
3540,曜越科技股份有限公司,45102
3213,茂訊電腦股份有限公司,36779
5386,青雲國際科技股份有限公司,6932
8234,新漢股份有限公司,61263
6123,上奇科技股份有限公司,21868
5490,同亨科技股份有限公司,39863
3577,泓格科技股份有限公司,18212
4924,欣厚科技股份有限公司,14249
6276,安鈦克科技股份有限公司,15983
5426,振發實業股份有限公司,50875
6161,捷波資訊股份有限公司,33936
3594,磐儀科技股份有限公司,5694
5465,富驊企業股份有限公司,17941
6160,欣技資訊股份有限公司,5651
1569,濱川企業股份有限公司,4297
6150,撼訊科技股份有限公司,2894
8076,伍豐科技股份有限公司,3970
3287,廣寰科技股份有限公司,786
3323,加百裕工業股份有限公司,1428
3272,東碩資訊股份有限公司,55858
8410,森田印刷廠股份有限公司,52069
6228,全譜科技股份有限公司,42300
3652,精聯電子股份有限公司,5925
6441,廣錠科技股份有限公司,69105
5438,東友科技股份有限公司,45061
3483,力致科技股份有限公司,3434
3325,旭品科技股份有限公司,2413
3071,協禧電機股份有限公司,4381
6577,勁豐電子股份有限公司,153865
6570,維田科技股份有限公司,8926
4931,新盛力科技股份有限公司,7429
3521,鴻翊國際股份有限公司,8606
3625,西勝國際股份有限公司,1171
5223,安力國際股份有限公司,67068
3709,鑫聯大投資控股股份有限公司,6739
6680,鑫創電子股份有限公司,51267
3691,碩禾電子材料股份有限公司,183318
5251,天鉞電子股份有限公司,48518
4933,友輝光電股份有限公司,127050
3297,杭特電子股份有限公司,31074
3490,單井工業股份有限公司,29249
3615,安可光電股份有限公司,46410
5392,能率創新股份有限公司,72557
5230,雷笛克光學股份有限公司,22711
5371,中強光電股份有限公司,384739
3531,先益電子工業股份有限公司,28360
5443,均豪精密工業股份有限公司,90924
5432,新門科技股份有限公司,7319
3623,富晶通科技股份有限公司,18392
4972,湯石照明科技股份有限公司,8445
4995,晶達光電股份有限公司,7787
8064,東捷科技股份有限公司,37957
3362,先進光電科技股份有限公司,10469
3441,聯一光電股份有限公司,2509
8240,華宏新技股份有限公司,7989
8049,晶采光電科技股份有限公司,8108
3434,哲固資訊科技股份有限公司,2270
8087,華鎂鑫科技股份有限公司,1159
3128,昇銳電子股份有限公司,1104
3455,由田新技股份有限公司,1520
6419,京晨科技股份有限公司,79149
3666,光耀科技股份有限公司,106330
5245,智晶光電股份有限公司,4526
6125,廣運機械工程股份有限公司,1992
3630,新鉅科技股份有限公司,11816
3230,錦明實業股份有限公司,6599
6244,茂迪股份有限公司,240446
6234,高僑自動化科技股份有限公司,8459
4944,兆遠科技股份有限公司,22421
6167,久正光電股份有限公司,13199
5220,萬達光電科技股份有限公司,140374
7402,邑錡股份有限公司,25694
8069,元太科技工業股份有限公司,54209
5315,光聯科技股份有限公司,56963
6556,勝品電通股份有限公司,46364
6560,欣普羅光電股份有限公司,17294
3516,亞帝歐光電股份有限公司,10577
5281,大峽谷半導體照明系統(開曼),85935
4729,熒茂光學股份有限公司,54253
6246,臺龍電子股份有限公司,14920
8111,立碁電子工業股份有限公司,782
6222,上揚科技股份有限公司,31541
3523,迎輝科技股份有限公司,203003
3339,泰谷光電科技股份有限公司,4970
3066,李洲科技股份有限公司,3246
3713,新晶投資控股股份有限公司,804
6143,振曜科技股份有限公司,150143
3152,璟德電子工業股份有限公司,96753
3564,其陽科技股份有限公司,23671
6245,立端科技股份有限公司,67636
6241,易通展科技股份有限公司(原享承),21612
3491,昇達科技股份有限公司,34072
3163,波若威科技股份有限公司,48397
4909,新復興微波通訊股份有限公司,65230
4979,華星光通科技股份有限公司,32245
6263,普萊德科技股份有限公司,35365
6218,豪勉科技股份有限公司,39096
4908,前鼎光電股份有限公司,36581
3632,研勤科技股份有限公司,13609
3234,光環科技股份有限公司,32250
3363,上詮光纖通信股份有限公司,14734
3466,致振企業股份有限公司,14100
8048,德勝科技股份有限公司,9017
3221,台灣嘉碩科技股份有限公司,11414
3306,鼎天國際股份有限公司,5733
5353,台林電通股份有限公司,7620
6109,亞元科技股份有限公司,487
3558,神準科技股份有限公司,181864
3684,榮昌科技股份有限公司,20895
6163,華電聯網股份有限公司,35373
8089,康全電訊股份有限公司,10337
6417,韋僑科技股份有限公司,4100
6514,芮特科技股份有限公司,42775
3672,康聯訊科技股份有限公司,50484
3664,安瑞科技股份有限公司,44673
8171,天宇工業股份有限公司,25522
8059,凱碩科技股份有限公司,41030
6170,統振股份有限公司,4640
8034,榮群電訊股份有限公司,4372
6190,萬泰科技股份有限公司,2739
3081,聯亞光電工業股份有限公司,280705
6470,宇智網通股份有限公司,42835
6465,威潤科技股份有限公司,18853
4905,台聯電訊股份有限公司,6209
4903,聯合光纖通信股份有限公司,675
6486,互動國際數位股份有限公司,202610
6588,東典光電科技股份有限公司,7692
3095,及成企業股份有限公司,152769
3499,環天世通科技股份有限公司,321
6530,創威光電股份有限公司,18117
6561,是方電訊股份有限公司,257921
8097,常珵科技股份有限公司,19089
8176,智捷科技股份有限公司,4616
5348,系通科技股份有限公司,156421
5321,美而快國際股份有限公司,278584
6279,胡連精密股份有限公司,166053
3689,湧德電子股份有限公司,124559
1595,川寶科技股份有限公司,69033
3290,東浦精密光電股份有限公司,135747
3390,旭軟電子科技股份有限公司,89560
6210,慶生電子股份有限公司,44635
3388,崇越電通股份有限公司,80108
5464,霖宏科技股份有限公司,71012
8042,臺灣金山電子工業股份有限公司,110439
8091,翔名科技股份有限公司,51266
8109,博大科技股份有限公司,48638
3332,幸康電子股份有限公司,38611
6203,海韻電子工業股份有限公司,58655
6185,幃翔精密股份有限公司,74963
8147,正淩精密工業股份有限公司,13343
6292,迅德興業股份有限公司,35493
3537,堡達實業股份有限公司,33888
8043,蜜望實企業股份有限公司,64870
4974,亞泰影像科技股份有限公司,35511
3624,光頡科技股份有限公司,53370
3548,兆利科技工業股份有限公司,30687
6174,安碁科技股份有限公司,29385
3357,西北臺慶科技股份有限公司,49115
6274,台燿科技股份有限公司,135337
6207,雷科股份有限公司,46766
8155,博智電子股份有限公司,22769
6290,良維科技股份有限公司,57189
3631,晟楠科技股份有限公司,34659
3144,新揚科技股份有限公司,43798
5355,佳總興業股份有限公司,75724
3526,凡甲科技股份有限公司,26780
6217,中國探針股份有限公司,20581
6204,台灣艾華電子工業股份有限公司,13430
3114,好德科技股份有限公司,15831
8074,鉅橡企業股份有限公司,9544
3511,矽瑪科技股份有限公司,7799
5439,高技企業股份有限公司,23069
3078,僑威科技股份有限公司,60362
3217,優群科技股份有限公司,20935
3322,建舜電子製造股份有限公司,25699
6194,育富電子股份有限公司,24048
5460,同協電子股份有限公司,16071
4939,亞洲電材股份有限公司,16410
1815,富喬工業股份有限公司,66779
8071,能率網通股份有限公司,9607
8182,加高電子股份有限公司,19254
3646,艾恩特精密工業股份有限公司,7000
6275,元山科技工業股份有限公司,7647
6284,佳邦科技股份有限公司,14875
3206,志豐電子股份有限公司,6059
8289,泰藝電子股份有限公司,11454
3484,崧騰企業股份有限公司,7944
3354,律勝科技股份有限公司,8234
6175,立敦科技(股)有限公司,11566
1336,台翰精密科技股份有限公司,5834
3294,英濟股份有限公司,10613
6124,業強科技股份有限公司,12196
3310,佳穎精密企業股份有限公司,4962
3115,寶島極光股份有限公司,1121
3465,進泰電子科技股份有限公司,785
6158,禾昌興業股份有限公司,3007
5309,系統電子工業股份有限公司,4401
8358,金居開發股份有限公司,6276
5328,華容股份有限公司,4783
5498,凱崴電子股份有限公司,1663
6208,日揚科技股份有限公司,1141
3236,千如電機工業股份有限公司,716
4542,科嶠工業股份有限公司,48755
5291,邑昇實業股份有限公司,44670
3492,長盛科技股份有限公司,45219
6126,信音企業股份有限公司,62654
3597,映興電子股份有限公司,5841
5381,合正科技股份有限公司,58923
6114,久威國際股份有限公司,1920
6173,信昌電子陶瓷股份有限公司,5205
6266,泰詠電子股份有限公司,518
6156,松上電子股份有限公司,2693
8080,永利聯合股份有限公司,53984
6220,岳豐科技股份有限公司,13308
3191,和進電子股份有限公司,85825
6418,詠昇電子股份有限公司,9285
5457,宣德科技股份有限公司,14045
3609,三一東林科技股份有限公司,1340
3276,宇環科技股份有限公司,594
8093,保銳科技股份有限公司,15746
3202,樺晟電子股份有限公司,13143
6432,今展科技股份有限公司,17442
6127,九豪精密陶瓷股份有限公司,4553
6538,倉和股份有限公司,88774
5488,松普科技股份有限公司,669
3512,皇龍開發股份有限公司,17071
6664,群翊工業股份有限公司,267647
6642,富致科技股份有限公司,54301
8038,長園科技實業股份有限公司,769
3207,耀勝電子股份有限公司,864
6134,萬旭電業股份有限公司,23
5340,建榮工業材料股份有限公司,2819
5475,德宏工業股份有限公司,57169
8291,尚茂電子材料股份有限公司,7026
3089,億杰科技股份有限公司,3267
8121,越峰電子材料股份有限公司,224865
3288,點晶科技股份有限公司,368
6727,亞泰金屬工業股份有限公司,90482
3520,華盈電子股份有限公司,5572
6259,百徽股份有限公司,965
8032,光菱電子股份有限公司,57584
6154,順發電腦股份有限公司,33130
8084,巨虹電子股份有限公司,13617
6265,方土昶股份有限公司,19483
6113,亞矽科技股份有限公司,7780
8096,擎亞電子股份有限公司,9338
3444,利機企業股份有限公司,3156
3232,昱捷股份有限公司,1940
