company_name_1,company_name_2,person_name,position
天茂實業,刘益谦,"周文霞,毕建林,陈大力,刘万富,龙飞,石文清,田熠菲,徐翔,卢俊,欧永发","董事长,副董事长,总经理,董事,董事,董事,董事,董事,董事,董事,监事"
唐山冀東水泥,唐山冀東水泥,None,None
四川藍光發展,中国科学院成都有机化学研究所,"成都高创科技集团公司,成都福瑞机电设备制造公司,四川省中药研究所,杨武正,陈磊,迟峰,何真,黄益建,寇纲,吕正刚,欧俊明,杨铿,蒋淑萍,杨娟","总经理,董事长,副董事长,董事,董事,董事,董事,董事,董事,董事,监事"
盛屯礦業,陈东,"张振鹏,何少平,刘鹭华,任力,翁雄,张振鹏,周贤锦,黄娜敏,卢乐乐","董事长,总经理,董事,董事,董事,董事,董事,董事,监事,监事"
中國大冶有色金屬礦業,中國大冶有色金屬礦業,None,None
東方電氣,东方电气股份有限公司,"中国东方电气集团有限公司,刘辉,许晔,何东平,李文辉,李云军,许昌建,张启德,付斌,霍锁善,王志文,张元林,冯志飞,李彬,刘祖明,赵毅,高若愚","董事长,董事兼总经理,董事,董事,董事,董事,董事,监事,监事,监事"
華東醫藥,吕梁,"李阅东,金旭虎,亢伟,牛战旗,杨俊,杨岚,钟晓明,朱亮,白新华,朱嘉临,蔡啸,吕梁,汪莺燕,韩惠庆,李邦良,汪莺燕,徐永平,潘汉杰,周水良","董事长,董事兼总经理,董事,董事,董事,董事,董事,董事,董事,监事"
創維數碼控股,創維數碼控股,None,None
美的置業控股,美的置業控股,None,None
寧德時代新能源科技,宁波梅山保税港区瑞庭投资有限公司,"黄世霖,宁波联合创新新能源投资管理合伙企业(有限合伙),李平,曾毓群,周佳,黄世霖,李平,潘健,蔡秀玲,洪波,王红波,薛祖云,冯春艳,安国平,刘恒华,欧阳楚英,黄世霖","董事长,总经理,董事,副董事长,副董事长,副董事长,董事,董事,董事,董事,监事"
寧波銀行,吴永飞,"庞亚红,吴永飞,庞亚红","经理,执行董事,监事"
山東晨鳴紙業,寿光晨鸣控股有限公司,"陈洪国,李伟先,陈刚,韩亭德,胡长青,李传轩,李兴春,孙剑非,杨彪,尹美群,潘恺,董建文,李峰,张丰宽,杨建民,韩春来,孙昌浩,杨伟明,吕会丽","董事长,总经理,董事,董事,董事,董事,董事,董事,董事,董事"
中國機械設備工程,中国联合工程公司,"中国机械工业集团有限公司,白绍桐,艾威,方彦水,方永忠,刘红宇,刘力,马坚,吴德龙,张治宇,张弘,金寅,包家琦,于林华,包家琦,包家琦,包家琦","董事长,董事,经理,董事,董事,董事,董事,董事,董事,董事,监事会主席"
新疆金風科技,陶毅,"魏红亮,谷宝玉,新疆太阳能科技开发公司,王彬,胡楠,马辉,郭健,北京君合慧业投资咨询有限公司,武钢,王海波,曹志刚,高建军,古红梅,黄天佑,卢海林,魏炜,杨剑萍,韩宗伟,沈磊,李涛,闫旭,唐鑫,张雪浩,李小乐,张雪浩,张东狮,王全德,王全德","董事长,董事兼总经理,董事,董事,董事,董事,董事,董事,董事,监事"
西部礦業,西部矿业集团有限公司,"北京安瑞盛科技有限公司,上海安尚实业有限公司,新疆塔城国际资源有限公司,上海联创创业投资有限公司,青海新力绒纺对外贸易股份有限公司,广州保税区瑞丰实业有限公司,王海丰,罗已翀,邸新宁,黄大泽,李义邦,骆进仁,马明德,陈文军,段云宁,李威,潘希宏,谯宗睿,郭永文,范建明,刘玉峰,何宗武,黄小玲,秦海斌,邓家军,程武忠","董事长,副董事长,董事,董事,董事,董事,董事,监事,监事,监事"
中聯重科,建设部长沙建设机械研究院,"北京中利四达科技开发有限公司,广州市天河区新怡通机械设备有限公司,广州黄埔中联建设机械产业有限公司,北京瑞新建技术开发有限公司,詹纯新,贺柳,黎建强,刘桂良,杨昌伯,赵令欢,赵嵩正,何建明,刘小平,王明华,史伟志,张良,黄建兵,郭学红,郭学红,田兵,阳昌康,李纪,陈晓非,史伟志","董事长,董事,董事,董事,董事,董事,董事,监事,监事,监事"
國電南瑞科技,南京南瑞集团公司,"国电电力发展股份有限公司,江苏省电力公司,南京京瑞科电力设备有限公司,广东华电实业有限公司,孔震,翟明玉,蒋元晨,杨华飞,赖业宁,李延新,俞胜,丁孝华,刘剑欣",
江鈴汽車,江西国控汽车投资有限公司,"邱天高,万建荣,蒋林生,李青,刘年风,陆泽勇,王勇,熊春英,朱毅,萧虎,肖传庆","董事长,总经理,董事,董事,董事,董事,董事,董事,董事,董事,监事会主席"
東旭光電科技,中国电子进出口总公司,"郭轩,陈英,高琦,韩志国,王庆,吴少刚,徐明新,韩远,何强,唐礼忠,李长江","董事长,董事兼总经理,董事,董事,董事,董事,董事,监事,监事,监事"
百世,周韶宁,"陈微,刘磊,毛均行,陈微,陈东成,毛均行,王小青,许世诚,魏建斌,魏建斌,武林","执行董事兼总经理,监事"
航天信息,中国航天科工集团有限公司,"中国牧工商(集团)总公司,航天新概念科技有限公司,上海航天实业有限公司,哈尔滨工业大学,马天晖,陈荣兴,苏文力,朱利民,邹志文,鄂胜国,谷超灵,孙哲,袁晓光,弓兴隆,陈晓敏,管延安,程念胜,代合鹏,夏玉华,陈晓敏,张超,夏玉华,夏玉华,夏玉华","董事长,副董事长,总经理,独立董事,独立董事,独立董事,董事,董事,董事,董事,监事会主席"
淄博齊翔騰達化工,淄博齐翔石油化工集团有限公司,"鑫方家投资有限公司,车成聚,旭光兆宇科技有限公司,深圳市联汇和盛投资有限公司,青岛理想科技发展有限公司,车成聚,陈晖,范佳昱,韩刚,李婵娟,林丹丹,刘海波,张元荣,祝振茂,陈莉敏,黄海","董事长兼总经理,董事,董事,董事,董事,董事,董事,董事,董事,监事长"
藍思科技,长沙群欣投资咨询有限公司,"周群飞,饶育蕾,唐国平,王义高,姚毅,郑俊龙,周新益,陈小群,旷洪峰,唐军","董事长,董事,董事,董事,董事,董事,董事,监事,监事,监事"
通威,刘汉元,"管亚梅,管亚梅,刘汉元,禚玉娇,刘舒琪,李竞","董事长,董事,董事,监事"
華新水泥,華新水泥,None,None
圓通速遞,大杨集团有限责任公司,"喻会蛟,潘水苗,董静,贺伟平,黄鑫,黄亚钧,潘水苗,万霖,张小娟,张益忠,方君波","董事长,总经理,董事,董事,董事,董事,董事,董事,董事,董事"
浙江正泰電器,南存辉,"陈俊,郭嵋俊,刘树浙,陆川,王国荣,谢思敏,张智寰,朱信敏,金川钧,郭嵋俊,孙东豪,张智寰","董事长兼总经理,董事,董事,董事,董事,董事,董事,董事,董事,监事"
廣東電力發展,广东省粤电集团有限公司,"王进,郑云鹏,马晓茜,沈洪涛,王曦,尹中余,陈延直,陈泽,李葆冰,李方吉,王沛沛,曾志强,梁培露","董事长,总经理,独立董事,独立董事,独立董事,独立董事,职工董事,董事,董事,董事"
南京銀行,南京銀行,None,None
理文造紙,常熟市港新纸品销售有限公司,"李文斌,李浩中,李文俊,王朝颂,李经纬","董事长,总经理,董事,董事,监事"
廣東韶鋼松山,解旗,"刘中华,莫玲,谭燕,向凌,张永生,刘二,郭春红,赖万立,柯世禹,何卫华","总经理,董事长,董事,董事,董事,董事,董事,董事,监事会主席,监事,职工监事,监事"
天津廣宇發展,王科,"王晓成,李书锋,翟业虎,蔡红君,冯科,李景海,张建义,周现坤,赵晓琴,庞晓意,张艺","董事长,总经理,董事,独立董事,独立董事,董事,董事,董事,董事,董事,监事会主席"
徽商銀行,FU JUNE QIONG,,负责人
超威動力控股,超威動力控股,None,None
王府井,交通银行股份有限公司北京市分行,"中国宝安(集团)股份有限公司,杜宝祥,卢长才,金馨,权忠光,王新,夏执东,董晖,杜建国,梁望南,尚喜平,张峻,张林,胡绮年","董事长,副董事长,独立董事,独立董事,独立董事,独立董事,董事,董事,董事,经理,董事"
雲南白藥,新华都实业集团股份有限公司,"江苏鱼跃科技发展有限公司,陈发树,王明辉,陈春花,纳鹏杰,汪戎,吴群,陈焱辉,钟杰,朱家龙","董事长,总经理,董事,董事,董事,董事,监事,监事,监事"
青島啤酒,国家股,"法人股,黄克兴,姜省路,盛雷鸣,石琨,王瑞永,肖耿,于竹明,张然,郭秀章,黄祖江,蔡志伟,蔡志伟,顾天堂,孙欣正,刘德利,王明先,周永光,王瑞永,李照宪,张荣辉","董事长,董事,董事,董事,董事,董事,董事,董事,监事长,职工监事"
正榮地產,正荣集团有限公司,"上海荣津投资管理合伙企业(有限合伙),黄仙枝,刘伟亮,陈坚,刘伟亮,李洋,欧国伟,李长亮,王星明,周江","董事长,总经理,董事,董事,董事,董事,监事,监事,监事"
杭州鋼鐵,浙江省人民政府国有资产监督管理委员会,"浙江省财务开发有限责任公司,张利明,林亮,陈正权,娄解民,施其林,殳黎平,金钢,王纪松,王志南,吴熙君","董事长,董事兼总经理,董事,董事,董事,董事,监事,监事,监事,监事"
越秀地產,朱辉松,"江文斌,卢沃明,张宗强","董事长,董事,董事,监事"
龍源電力,中国国电集团有限公司,"国电东北电力有限公司,李忠军,韩德昌,黄群,刘金焕,孟焰,唐超雄,唐坚,田绍林,张颂义,邵俊杰,王浩平","董事长,董事,董事,董事,董事,董事,经理,董事,董事,董事,监事会主席"
浙江交通科技,吴伟,"董星明,范宏,何新龙,金迎春,金振华,毛正余,饶金土,徐荣桥","董事长,副董事长,总经理,董事,董事,董事,董事,董事,董事,董事,董事"
哈爾濱電氣,国务院国有资产监督管理委员会,"斯泽夫,吴伟章,迟鸣,范树德,高志军,张英健,杜文朋","董事长,董事兼总经理,董事,监事,监事"
一汽轎車,吉林神华集团有限公司,"李兴华,杨士渤","执行董事兼总经理,监事"
廣州發展,广州大洋实业投资有限公司,"龙雁仪,GUY MARTIN COUTTS BRADLEY,TIMOTHY JOSEPH BLACKBURN,韩置,马爱红,黄瑛,黄瑛","董事长,董事,董事,董事,董事,经理"
重慶農村商業銀行,重慶農村商業銀行,None,None
鄭州煤礦機械,全国社会保障基金理事会,"北京鸿智慧通实业有限公司,杭州如山创业投资有限公司,深圳市创新投资集团有限公司,郑州百瑞创新资本创业投资有限公司,焦承尧,焦承尧,向家雨,程惊雷,崔凯,方远,付祖冈,郭文氢,贾浩,季丰,王新莹","董事长兼总经理,副董事长,董事,董事,董事,董事,董事,董事,董事,董事"
洛陽欒川鉬業,洛阳矿业集团有限公司,"鸿商产业控股集团有限公司,袁宏林,孙瑞文,程云雷,郭义民,李朝春,李发本,李树华,王友贵,严冶,寇幼敏,琚成新,贾留生,王延文,任建国,贾忠会,宋念平,贾宗植,李聪显,张金龙","董事长,总经理,董事,董事,董事,董事,董事,董事,董事,监事会主席"
舜宇光學科技,舜宇光學科技,None,None
耐世特汽車系統,耐世特(中国)投资有限公司,"JIANQIANG FAN,任翊,褚晓斌,李军,徐英杰,王昕,褚晓斌","董事长,总经理,董事,董事,监事"
重藥控股,重藥控股,None,None
上海實業控股,上海實業控股,None,None
安道麥,安道麥,None,None
中國忠旺控股,中國忠旺控股,None,None
聯華超市,聯華超市,None,None
遠東宏信,遠東宏信,None,None
金髮科技,金髮科技,None,None
山西潞安環保能源開發,申生太,"张日林,肖军,肖军,苗润田,杨计先,梁安文,佐江宏,芦志刚",
蘇州金螳螂建築裝飾,苏州金螳螂企业(集团)有限公司,"苏州工业园区金月金属制品有限公司,昆山市沪昆市场投资开发建设管理有限公司,苏州市锦联经贸有限公司,王汉林,曹黎明,ZHU MING,施国平,万解秋,俞雪华,张新宏,赵增耀,朱兴泉,钱萍,顾雪华,顾雪华,顾雪华,顾雪华,顾雪华,沈雄,顾雪华,顾雪华,叶剑,刘超英","董事长,董事兼总经理,董事,董事,董事,董事,董事,董事,董事,监事"
晶科能源控股,晶科能源控股,None,None
愛奇藝,龚宇,"曾颖,张文","执行董事,总经理,监事"
北大資源(控股),北大資源(控股),None,None
仁恆置地,仁恒(中国)投资集团有限公司,"ZHONG SILIANG,陈耀玲,章浩宁,陈志伟","总经理,董事长,董事,董事,监事"
同方,同方股份有限公司,"北京瑞德锐科技有限责任公司,薛霖,高志,汤乐萍,吴黎明,赵大奇,侯颖,柴燕玲,张海燕,阎军,徐继峥,张伟,曹瑞川,罗晓渝","董事长,董事,经理,董事,董事,董事,监事会主席,监事,监事"
阿特斯太陽能,苏州高新区经济发展集团总公司,"苏州科技城发展有限公司,阿特斯(中国)投资有限公司,瞿晓铧（XiaoHuaQu）,章灵军,周驿,李本成,李国祥,瞿锋（FENGQU）,罗建华,屈晓云,张国兴","董事长,总经理,副董事长,董事,董事,董事,监事,监事,监事"
山鷹國際控股,吴明武,"陈菡,房桂干,连巧灵,潘金堂,孙晓民,魏雄文,张家胜,占正奉,朱皖苏,吴明武","董事长兼总经理,董事,董事,董事,董事,董事,董事,监事,监事,监事"
禹洲地產,厦门禹洲鸿图地产开发有限公司,"厦门禹洲集团股份有限公司,林彬煌,林月琴","执行董事,总经理,监事"
五礦資源,五礦資源,None,None
烽火通信科技,武汉邮电科学研究院,"武汉现代通信电器厂,湖南三力通信经贸公司,湖北东南实业开发有限责任公司,华夏国际邮电工程有限公司,武汉新能实业发展有限公司,鲁国庆,陈山枝,戈俊,何书平,胡华夏,梁军,刘会亚,陶军,田志龙,岳琴舫,汪洋,汪洋,章辉,郑金琪","董事长,董事,董事,董事,董事,董事,董事,董事,董事,董事"
江蘇洋河酒廠,江苏洋河集团有限公司,"上海海烟物流发展有限公司,上海捷强烟草糖酒(集团)有限公司,杨廷栋,张雨柏,陈宗敬,冯攀台,朱广生,钟玉叶,周新虎,张联东,钟雨,丛学年,李民富,刘化霜,路国平,毛凌霄,聂尧,王凯,赵曙明,钟雨,郑步军","董事长,副董事长,董事,董事,董事,董事,董事,董事,董事,董事"
安踏體育用品,丁世家,"赖世贤,赖世贤","执行董事兼总经理,监事"
大商,大商,None,None
內蒙古鄂爾多斯資源,內蒙古鄂爾多斯資源,None,None
江蘇長電科技,江苏新潮科技集团有限公司,"上海恒通资讯网络有限公司,厦门永红集团有限公司,江阴长江电子有限公司,杭州士兰微电子股份有限公司,周子学,郑力,PAN QING（潘青）,高永岗,李建新,罗宏伟,任凯,石瑛,张春生,林桂凤,俞红,王新潮,黄正川,杨国江,杨国江,杨国江,沈阳","董事长,总经理,董事,董事,董事,董事,董事,董事,董事,董事,监事"
海通證券,海通證券,None,None
歌爾,歌爾,None,None
中國聯塑,中國聯塑,None,None
珠海華發實業,珠海经济特区华发集团公司,"珠海经济特区房地产开发总公司,李光宁,陈茵,郭凌勇,汤建军,丁煌,高子程,王跃堂,谢刚,张学兵,郭瑾,徐向荣","董事长,副董事长,总经理,副总经理,副董事长,副董事长,独立董事,独立董事,独立董事,独立董事,独立董事,董事"
浙江大華技術,傅利泉,"吴军,陈爱玲,刘翰林,杨华勇,张兴明,张玉利,朱江明,宋卯元,郑洁萍,江小来,苏胜林,金洪强,李勇,吴军,周金柱,王晋仕","董事长兼总经理,副董事长,董事,董事,董事,董事,董事,董事,监事,监事"
首創置業,李松平,"邓文斌,范书斌,黄自权,孙宝杰,李章,蒋和斌,汤亚楠","董事长,董事,经理,董事,董事,董事,监事会主席,监事,监事"
揚子江船業,揚子江船業,None,None
寶業,中国冶金科工股份有限公司,"中冶建筑研究总院有限公司,上海宝恒经济发展有限公司,北京中冶和坤天冕工程技术有限公司,高武久,陈刚,朱永贵,裴志清,姜淑兰,施剑栋,袁俊可,李雪广,靳峰,桓向召,朱虹,魏国春,王云高,吴华忠,龙钦宇,赫然,朱中平","董事长,总经理,董事,副董事长,董事,监事,监事,其他人员"
內蒙古西水創業,郭予丰,"李少华,杜业勤,苗文政,苏宏伟,王红英,吴丽娟,吴振平,叶志鸿,赵荣","董事长,总经理,副董事长,董事,董事,董事,董事,董事,董事,董事,董事,监事会主席"
中國電力國際發展,中國電力國際發展,None,None
北京藍色游標數據科技,北京藍色游標數據科技,None,None
中國航發動力,杨森,"李健,贾大风,梁工谦,李军,彭建武,孙洪伟,王珠林,颜建兴,岳云","董事长,总经理,董事,董事,董事,董事,董事,董事,董事,董事"
德邦物流,德邦物流,None,None
中化化肥控股,中化化肥控股,None,None
國泰君安證券,國泰君安證券,None,None
際華,贾世瑞,"刘三省,哈树明,张来亮,郭士进,哈树旺,姜国钧,栗美霞,王桂生,王书林,周志强","董事长,总经理,副董事长,副董事长,董事,董事,董事,董事,董事,董事"
重慶鋼鐵,郭锐勇,"郭锐勇,郭钦荣","执行董事兼总经理,监事"
上海電力,上海电力股份有限公司,"工银金融资产投资有限公司,胡震,苏栋,梁勇,张青庚,马连萍,王薇","董事长,总经理,董事,董事,监事,监事"
廣東領益智造,江门龙信投资管理有限公司,"曾芳勤,贾双谊,邝志云,李东方,余鹏,刘胤琦,谭军,李学华,范伟,刘建锋,周剑","总经理,董事长,副董事长,董事,独立董事,独立董事,独立董事,董事,董事,监事会主席,职工监事,监事,监事"
永泰能源,窦红平,"常胜秋,徐培忠,王军,王文利,邢红梅,赵引贵,崔海良,王忠坤,曹体伦,杨明才,窦红平,时均宇,赵裕河,胡勇","董事兼总经理,副董事长,副董事长,董事,董事,董事,董事,监事,监事,-"
中芯國際積體電路製造,中芯國際積體電路製造,None,None
上海梅林正廣和,上海梅林正廣和,None,None
江蘇國信,江蘇國信,None,None
金融街控股,北京金融街建设集团,"普通股,高靓,杨扬,张巍,朱岩,白力,吕洪斌,王开国,杨小舟,赵鹏,栗谦,盛华平,盛华平,刘世春","董事长,副董事长,独立董事,独立董事,董事,经理,董事,董事,董事,董事,监事会主席"
江西正邦科技,江西永联投资有限公司,"正邦集团有限公司,林峰,程凡贵,黄新建,李汉国,刘道君,黄建军,吴佑发,邹富兴,徐龙,高勇,徐龙,彭琳,赖斌,谭文明,徐龙,姚志锋,杨剑,徐新俭","董事长,董事,董事,董事,董事,监事,监事,监事"
隆基綠能科技,李振国等,"钟宝申,李振国,白忠学,郭菊娥,李寿双,刘学文,田高良,胥大鹏,张茹敏,贺婧","董事长,董事兼总经理,董事,董事,董事,董事,董事,董事,董事,监事"
中海油田服務,中国海洋石油总公司,"赵顺强,方中,林伯强,齐美胜,王桂壎,徐玉高,赵宝顺,彭文,程新生,赵璧,刘宝元,汪福京,谢银球,许伯宏,陈海峰,赵文,郝振山,刘俊彦","总经理,董事长,董事,董事,董事,董事,董事,董事,监事会主席,监事,监事"
納思達,庞江华,"赵宏林,黄文礼,吕勃,朱新峰,汪东颖,严伟,唐天云,谢石松,邹雪城,李尧,庞江华,汪栋杰,王彥国,曾阳云","董事长,总经理,董事,独立董事,独立董事,独立董事,董事,董事,董事,董事,监事会主席"
寧波舟山港,宁波港集团有限公司,"全国社会保障基金理事会,中信港口投资有限公司,宁波宁兴(集团)有限公司,宁波交通投资控股有限公司,宁波开发投资集团有限公司,宁波城建投资控股有限公司,毛剑宏,宫黎明,陈志昂,冯博,江涛,金星,吕靖,盛永校,石焕挺,许永斌,张红波,邬晓强,张红波,阮立新,龚世杰,龚世杰,张红波,陆俊成","董事长,董事兼总经理,董事,董事,董事,董事,董事,董事,董事,董事"
陽煤化工,陽煤化工,None,None
山東太陽紙業,山東太陽紙業,None,None
雲南鋁業,云南冶金集团股份有限公司,"张正基,路增进,许峰,鲍卉芳,陈德斌,丁吉林,焦云,施哲,汪涛,杨继伟,杨光德,李永平,刘永强,赵江,符广怡,张继孔","董事长,董事兼总经理,副董事长,董事,董事,董事,董事,董事,董事,董事"
跨境通寶電子商務,杨建新,"樊梅花,山西睿景企业管理服务有限公司,山西明昌企业管理咨询有限公司,山西恒慧商务服务有限公司,山西诺邦商务服务有限公司,李勇,贾润苹,籍鹏龙,孙俊英,苏长玲,王成斌,徐佳东,张红霞,郑挺颖,高丽,贾润苹","董事长,董事兼总经理,董事,董事,董事,董事,董事,董事,董事,监事"
中國中材國際工程,南京彤天科技实业有限责任公司,"北京联天科技发展有限责任公司,刘燕,印志松,傅金光,蒋中文,焦点,夏之云,余明清,张晓燕,周小明,胡金玉,夏之云,何小龙,王军,王军,施连章,夏之云,王军,夏之云","董事长,董事兼总经理,董事,董事,董事,董事,董事,董事,董事,监事"
冀中能源,河北省人民政府国有资产监督管理委员会,"郝竹山,苏科舜,李军辉,刘万义,王竹民,温建国,贾寅明,晋记川,眭树品,张洪庆,肖明建,刘建功,王务平","董事长,副董事长,总经理,董事,董事,董事,董事,监事,监事,监事,监事"
海越能源,海越能源,None,None
魯西化工,魯西化工,None,None
山東恆邦冶煉,山東恆邦冶煉,None,None
杭州濱江房產,戚金兴,"朱慧明,贾生华,李渊,莫建华,王曙光,汪祥耀,陈国灵,薛蓓蕾,赵军,王赞煜","董事长,董事兼总经理,董事,董事,董事,董事,董事,监事,监事,监事"
光明乳業,上海牛奶(集团)有限公司,"东方希望集团有限公司,濮韶华,罗海,刘向东,李新建,毛惠刚,************贞,金建山,周文,周蕴喆,谢朋军,孙杰,马宝财,陆耀华,陆耀华,刘振民,陆耀华,何国波,陆骏飞,牛慎","董事长,董事兼总经理,董事,董事,董事,董事,监事,监事,监事"
申洲國際,海岸时代控股有限公司,"北京世纪海岸资本有限公司,肖江,蒋成坤","执行董事,经理,监事"
中國生物製藥,中國生物製藥,None,None
達利食品,達利食品,None,None
凌源鋼鐵,凌源钢铁集团有限责任公司,"文广,马育民,冯亚军,黄成仁,李占东,石育斌,孙浩,张君婷,张先治,张海明,苏辉,苏辉,苏辉,苏辉,李庆文,李庆文,苏辉,苏辉,苏辉","董事长,副董事长兼经理,董事,董事,董事,董事,董事,董事,董事,监事会主席"
北控水務,贵阳水务集团有限公司,"夏富军,李祥,李再强,石伟,杨小全,于立国,余美琴,邓启斌,梁莉,谢文","董事长,董事,董事,董事,董事,董事,董事,监事,监事,监事"
上海世茂,许荣茂,"吴凌华,高聪,李大沛,史慧珠,吴泗宗,许世坛,徐士英,许薇薇,董静","董事长,董事兼总经理,董事,董事,董事,董事,董事,董事,董事,监事"
廣州農村商業銀行,自然人等,"蔡建,易雪飞,杜金岷,廖文义,马学铭,张华,冯凯芸,冯耀良,赖志光,朱科,黄子金,董洪峰,孙文,黄莉,林冬,薛海光,许小董,邓哲勇,王实成","董事长,副董事长兼经理,独立董事,独立董事,独立董事,独立董事,独立董事,董事,董事,董事"
中國金屬資源利用,中國金屬資源利用,None,None
上海錦江國際酒店,张晓强,"ZHAO JOHN HUAN,陈礼明,马名驹,孙持平,谢荣兴,张伏波,张晖明,周维,朱虔,陈礼明,沈莉,孙建平,赵智炜,虞瑜,宋兴才,肖波,蒋伟钧,昝琳,贺立迅","董事长,董事,董事,董事,董事,董事,董事,董事,董事,董事"
中國旭陽,中國旭陽,None,None
保利協鑫能源控股,保利協鑫能源控股,None,None
恆安國際,恆安國際,None,None
光明房地產,沈宏泽,"郭强,史剑梅,吴通红,邢秀燕,杨国平,朱凯,黄超,季新峰,罗杰","董事长,董事兼总经理,董事,董事,董事,董事,董事,监事,监事,监事"
浙江英特,姜巨舫,"应徐颉,陈昊,郭俊煜,黄英,杨永军,叶秀昭,张建明,郑春燕,樊晓卿","董事长,董事兼总经理,董事,董事,董事,董事,董事,董事,董事,监事"
開灤能源化工,开滦(集团)有限责任公司,"上海宝钢国际经济贸易有限公司,西南交通大学,中国华融资产管理公司,刘宝珠,彭余生,房承宣,伏军,梁俊娇,李凤明,孙士强,杨喜民,张永军,曹英军,梁希峰,赵国宏","董事长,总经理,董事,董事,董事,董事,董事,董事,董事,董事,监事"
欣旺達電子,欣旺達電子,None,None
傳化智聯,徐冠巨,"徐观宝,陈坚,陈劲,何圣东,吴建华,辛金国,周家海,朱江英,陈捷,王浩然,秦林生,王浩然,王浩然,王浩然,王浩然","董事长,副董事长,董事,董事,董事,董事,董事,董事,董事,监事"
重慶小康工業,重慶小康工業,None,None
福耀玻璃工業,福建省耀华工业村开发有限公司,"曹德旺,叶舒,曹晖,陈向明,刘京,屈文洲,吴世农,张洁雯,************贞,白照华,曹宗华,林武,陈广珠,何世强,曹德旺","董事长,总经理,董事,副董事长,董事,董事,董事,董事,董事,董事,监事"
山東南山鋁業,山東南山鋁業,None,None
龍元建設,龍元建設,None,None
唐山三友化工,唐山三友碱业(集团)有限公司,"唐山三友集团有限公司,西藏自治区投资有限公司,王春生,王铁英,毕经喜,陈爱珍,陈胜华,邓文胜,董维成,李建渊,李瑞新,马连明,张宝祥,张体良,辛兵","董事长,总经理,董事,董事,董事,董事,董事,董事,董事,董事"
平頂山天安煤業,平顶山煤业(集团)有限责任公司,"平顶山制革厂,潘树启,王新义,陈岱松,陈金伟,陈缨,姜涟,康国峰,李延河,卢义玉,涂兴子,杨睿,王新义,王全军,朱永亮,张晋京,王朝安,郭明生,赵广州,王有增,肖珷","董事长,董事兼总经理,董事,董事,董事,董事,董事,董事,董事,董事"
中航沈飛,中航沈飛,None,None
新疆八一鋼鐵,中国宝武钢铁集团有限公司,"新疆投资发展（集团）有限责任公司,工银金融资产投资有限公司,中银金融资产投资有限公司,农银金融资产投资有限公司,交银金融资产投资有限公司,建信金融资产投资有限公司,新疆维吾尔自治区融资担保有限责任公司,吴彬,柯善良,陈海涛,冯义,华爱军,裴娜颖,王健,姚林龙,张铁华,方蕾,贾绪斌,陈军,杨卫兵,朱晓华,李川阳","董事长,董事兼总经理,董事,董事,董事,董事,董事,董事,董事,监事"
深圳市中金嶺南有色金屬,王碧安,"张木毅,洪叶荣,黄俊辉,黎锦坤,刘放来,罗绍德,唐毅,王伟东,何利玲,伏志宏,罗付兴,罗泽华,吴涛,郑耀明,赖洪光,钟勇,田志刚","董事长,总经理,董事,董事,董事,董事,董事,董事,董事,董事,监事"
廣深鐵路,武勇,"胡酃酃,郭继明,胡丹,马时亨,邱自龙,汤小凡,张哲,周尚德,陈少宏,邹旻春,王国东,何益文,吴朝晖,蒋运华,龙建霞,卢华德,付强,邹旻春,高歌","董事长,总经理,董事,董事,董事,董事,董事,董事,董事,董事,监事"
蘇州東山精密製造,蘇州東山精密製造,None,None
保利置業,万宇清,"龚健,郭建全,李广成,王健,崔久衡,陆彦,雪明,雪明","董事长,董事,董事,董事,董事,监事"
寶龍地產控股,寶龍地產控股,None,None
廈門鎢業,廈門鎢業,None,None
康美藥業,康美藥業,None,None
河南豫光金鉛,河南豫光金铅集团有限责任公司,"中国黄金集团公司,济源市财务开发公司,河南省济源市金翔铅盐有限公司,天水荣昌工贸有限责任公司,杨安国,李新战,任文艺,陈荣良,孔祥征,吕文栋,张小国,郑登津,郑远民,李文利,王二波,姚延伟,栗乃瑞,张中明,闫乃青,周东风,张中明,宋爱国,赵乐中,赵艳珍","董事长,董事兼总经理,副董事长,董事,董事,董事,董事,董事,董事,监事会主席"
北京大北農科技,北京大北農科技,None,None
中華企業,李钟,"王政,蔡顺明,邵瑞庆,史剑梅,夏凌,严明勇,黄俊,沈磊,唐喆,陈燕敏","董事长,董事兼总经理,董事,董事,董事,董事,董事,监事,监事,监事"
遼寧成大,尚书志,"葛郁,冯科,赫英南,刘继虎,瞿东波,谢德仁,徐飚,张善伟,于占洋,王广满,张志范,白秋林,葛郁,白秋林,王燕,白秋林,葛郁,彭宝连","董事长,董事兼总经理,董事,董事,董事,董事,董事,董事,董事,监事会主席"
海峽石油化工控股,海峽石油化工控股,None,None
天津泰達,天津市人民政府国有资产监督管理委员会,"天津市财政投资管理中心,天津市国有资产经营有限责任公司,王志勇,曹群,刘荣,卢力平,马长虹,王星炜,翟欣翔,张建强,周立,张书忱","董事长,总经理,董事,董事,董事,董事,董事,董事,董事,董事,监事会主席"
中船海洋與防務裝備,中船海洋與防務裝備,None,None
天虹紡織,杜东超,"仝响,程琳,周霞,柯芳萍","董事长,总经理,董事,董事,监事"
天虹商場,天虹数科商业股份有限公司,"高书林,贺曼曼,万颖,张志标,宋瑶明,王磊,王磊","董事长,总经理,董事,董事,监事"
海瀾之家,海瀾之家,None,None
